GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,EST_POSSESSIONS
Lineups,-204456-1627783-1628418-1641716-1641767-,T. McConnell - P. Siakam - T. Bryant - J. Walker - B. Sheppard,1610612754,IND,14,12,2,0.857,56.0,123.4,119.3,115.6,116.1,7.7,3.2,0.66,3.18,21.7,0.245,0.654,0.455,0.096,0.595,0.622,95.5,96.94,80.78,114,0.526,156,71,14449,5889,221,6132,10690,7346,7619,1154,4848,8375,9991,10225,8816,6150,6474,13501,7645,167860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.66666666666667
Lineups,-201935-202695-203992-1627739-1627826-,J. Harden - K. Leonard - B. Bogdanović - K. Dunn - I. Zubac,1610612746,LAC,10,7,3,0.7,55.0,124.5,123.4,106.8,106.3,17.7,17.2,0.673,4.63,23.3,0.229,0.722,0.49,0.072,0.598,0.628,96.2,96.87,80.73,111,0.592,348,243,16438,6372,225,5536,9380,6004,6398,513,4132,8496,7907,9569,7995,6116,6190,13541,6279,165745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-1627751-1629628-1630534-1630558-1630567-,J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - S. Barnes,1610612761,TOR,10,6,4,0.6,55.0,115.9,110.0,83.9,84.2,32.0,25.8,0.72,2.12,21.4,0.25,0.797,0.563,0.142,0.589,0.618,99.8,102.36,85.3,120,0.693,348,330,17185,7021,227,7361,5762,5211,5916,2420,4944,7492,6482,5566,10687,6256,6599,10799,4622,164595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-1629640-1630572-1630577-1631104-1642264-,K. Johnson - S. Mamukelashvili - J. Champagnie - B. Wesley - S. Castle,1610612759,SAS,13,4,9,0.308,55.0,97.7,93.3,133.5,134.2,-35.8,-40.8,0.632,1.04,14.1,0.397,0.6,0.488,0.192,0.455,0.493,103.4,105.5,87.92,120,0.306,187,634,17894,9929,229,10474,13256,12952,7817,5173,10122,4855,10456,9594,12917,10357,11072,9048,11942,163790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-203114-1629673-1630551-1642259-1642273-,K. Middleton - J. Poole - J. Champagnie - A. Sarr - K. George,1610612764,WAS,4,2,2,0.5,55.0,98.1,100.8,129.1,128.6,-31.1,-27.7,0.667,1.65,17.3,0.254,0.617,0.425,0.144,0.491,0.516,105.0,103.73,86.44,118,0.349,1573,1668,14449,7287,228,8133,12316,11853,6406,4133,7757,7487,10384,11236,11278,9963,9481,10001,11180,164500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-202696-203897-1630245-1630581-1641763-,N. Vučević - Z. LaVine - A. Dosunmu - J. Giddey - J. Phillips,1610612741,CHI,16,8,8,0.5,55.0,125.6,118.9,111.9,109.8,13.7,9.1,0.66,1.46,21.1,0.231,0.738,0.548,0.197,0.713,0.722,102.8,106.67,88.89,122,0.553,104,199,17859,7287,226,6175,9785,6829,7619,4641,5146,8453,7722,5972,12965,3681,4082,8446,7066,165370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-1626158-1629673-1641731-1642267-1642273-,R. Holmes - J. Poole - B. Coulibaly - B. Carrington - K. George,1610612764,WAS,5,1,4,0.2,55.0,106.0,107.0,119.3,116.5,-13.3,-9.6,0.708,2.0,21.0,0.224,0.661,0.439,0.148,0.569,0.569,100.5,101.19,84.32,115,0.444,1130,3268,17185,10161,230,7753,10709,10132,6142,2447,5224,8526,9960,10748,11328,6828,8065,11402,9495,163660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-1626179-1629639-1631107-1631170-1642276-,T. Rozier - T. Herro - N. Jović - J. Jaquez Jr. - K. Ware,1610612748,MIA,10,4,6,0.4,55.0,111.7,109.1,135.2,130.6,-23.5,-21.5,0.731,3.45,21.8,0.242,0.644,0.438,0.091,0.522,0.549,101.7,104.72,87.27,121,0.431,348,634,17719,9199,224,7480,12594,11328,5826,1093,4830,8389,10055,10750,8492,7785,8681,9470,9707,166385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.58333333333333
Lineups,-203932-203999-1629008-1629618-1631128-,A. Gordon - N. Jokić - M. Porter Jr. - J. Pickett - C. Braun,1610612743,DEN,6,4,2,0.667,54.0,135.7,136.1,119.6,111.8,16.0,24.3,0.714,4.44,24.5,0.333,0.827,0.583,0.083,0.625,0.654,93.3,96.34,80.29,108,0.577,820,634,14449,6411,234,3925,10099,5434,5921,558,3843,5315,5865,5108,8227,5172,5553,13755,6542,162915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-201143-201950-1628369-1628401-1629674-,A. Horford - J. Holiday - J. Tatum - D. White - N. Queta,1610612738,BOS,6,5,1,0.833,54.0,131.8,129.9,98.4,101.9,33.4,28.1,0.588,3.75,20.0,0.265,0.677,0.495,0.075,0.62,0.647,97.0,95.93,79.94,107,0.652,820,445,5863,5915,241,4683,9083,5072,8519,959,5453,7427,8604,9531,8025,5559,5688,14031,5272,161375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-201572-203081-203507-1629018-1631260-,B. Lopez - D. Lillard - G. Antetokounmpo - G. Trent Jr. - A. Green,1610612749,MIL,19,12,7,0.632,54.0,119.2,118.3,106.7,102.6,12.5,15.7,0.646,2.07,20.0,0.188,0.676,0.474,0.13,0.62,0.641,101.1,103.58,86.32,115,0.587,73,71,17815,6978,244,6214,9114,6225,7704,2437,5453,9308,8607,9807,10394,5565,5912,10092,6371,160565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-1628415-1630224-1630578-1631095-1631106-,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - T. Eason,1610612745,HOU,14,12,2,0.857,54.0,98.4,94.9,102.5,103.4,-4.1,-8.6,0.535,0.77,14.1,0.442,0.885,0.663,0.256,0.522,0.551,102.4,103.8,86.5,117,0.472,156,71,14449,5889,239,10378,9150,10054,9015,7412,10124,4129,5185,3677,15172,7786,8641,9944,8935,161615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-1627759-1628401-1629674-1630202-1630573-,J. Brown - D. White - N. Queta - P. Pritchard - S. Hauser,1610612738,BOS,13,10,3,0.769,54.0,140.5,136.5,138.1,140.0,2.4,-3.5,0.691,2.53,23.6,0.452,0.529,0.495,0.144,0.674,0.696,89.3,90.05,75.04,104,0.514,187,109,16438,6094,233,3891,13529,9619,6310,2008,4015,4041,11329,9540,11279,4191,4540,15746,7862,163110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-1628991-1630217-1630590-1641744-1642377-,J. Jackson Jr. - D. Bane - S. Pippen Jr. - Z. Edey - J. Wells,1610612763,MEM,11,5,6,0.455,54.0,118.9,118.1,98.4,97.6,20.4,20.5,0.519,1.22,15.9,0.375,0.762,0.58,0.181,0.579,0.624,111.3,112.06,93.38,127,0.589,282,445,17719,9112,232,6271,6878,5696,9068,5030,8919,4948,6817,5132,12590,6556,6445,6187,6337,163205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-203484-1629048-1630532-1631094-1641710-,K. Caldwell-Pope - G. Bitadze - F. Wagner - P. Banchero - A. Black,1610612753,ORL,13,5,8,0.385,54.0,97.0,96.4,117.0,116.7,-20.0,-20.2,0.465,1.05,13.2,0.328,0.723,0.505,0.17,0.49,0.513,98.2,98.61,82.18,112,0.371,187,445,17859,9319,243,10282,10711,11243,11057,5171,10389,6608,7906,6848,12422,9969,9596,12767,10819,160630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-202681-202691-1629029-1629655-1630230-,K. Irving - K. Thompson - L. Dončić - D. Gafford - N. Marshall,1610612742,DAL,6,2,4,0.333,54.0,123.1,116.9,118.4,113.6,4.7,3.4,0.577,2.14,19.2,0.167,0.742,0.491,0.119,0.625,0.65,100.0,104.74,87.28,118,0.503,820,1668,17185,9358,237,6348,10330,7326,8616,2400,6689,9453,7698,9563,9826,5172,5639,9419,8042,162235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-1630231-1630548-1641729-1642268-1642271-,K. Martin - J. Juzang - B. Sensabaugh - I. Collier - K. Filipowski,1610612762,UTA,6,1,5,0.167,54.0,117.7,123.1,129.4,129.4,-11.7,-6.3,0.679,1.89,21.7,0.25,0.656,0.469,0.162,0.605,0.635,106.7,104.37,86.98,117,0.454,820,3268,17546,10243,235,5548,12488,9839,6380,3776,4901,7492,9981,9938,11724,5801,6026,9611,9303,162800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-1626167-1627783-1629614-1630174-1631097-,M. Turner - P. Siakam - A. Nembhard - A. Nesmith - B. Mathurin,1610612754,IND,5,2,3,0.4,54.0,105.7,105.8,92.9,95.8,12.8,10.0,0.574,1.35,16.9,0.25,0.693,0.512,0.167,0.537,0.587,107.8,106.01,88.34,120,0.603,1130,1668,16438,9199,236,7877,6785,6705,8620,4743,7873,7492,8438,6791,11750,7552,7508,8815,6023,162320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-201587-1627739-1627826-1629599-1629645-,N. Batum - K. Dunn - I. Zubac - A. Coffey - K. Porter Jr.,1610612746,LAC,10,5,5,0.5,54.0,108.1,106.3,98.4,95.6,9.6,10.7,0.647,1.57,20.4,0.34,0.815,0.579,0.189,0.569,0.572,98.1,100.36,83.63,111,0.565,348,445,17546,7287,242,7814,6772,6647,7676,4196,5416,5306,5960,5134,12874,6828,7913,11866,6805,160700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-202696-1628989-1629632-1630200-1641824-,N. Vučević - K. Huerter - C. White - T. Jones - M. Buzelis,1610612741,CHI,7,4,3,0.571,54.0,106.0,104.3,114.1,114.3,-8.1,-10.0,0.714,2.33,22.6,0.059,0.726,0.425,0.128,0.58,0.592,103.2,104.02,86.69,117,0.451,632,634,16438,7180,231,7999,10383,10230,5921,2232,4383,10320,7890,11242,10356,6545,7378,9822,9334,163350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-202331-203954-1626162-1628997-1630178-,P. George - J. Embiid - K. Oubre Jr. - C. Martin - T. Maxey,1610612755,PHI,4,4,0,1.0,54.0,103.4,101.7,105.7,107.7,-2.3,-6.0,0.658,1.56,16.3,0.204,0.618,0.413,0.137,0.478,0.561,104.3,104.23,86.85,117,0.535,1573,634,1,1,238,8120,9518,9818,7630,4218,8790,8762,10381,11471,10614,10039,8401,9702,7454,161650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-204456-1627783-1628418-1631097-1641767-,T. McConnell - P. Siakam - T. Bryant - B. Mathurin - B. Sheppard,1610612754,IND,16,12,4,0.75,54.0,122.8,116.9,106.3,101.6,16.5,15.3,0.685,2.64,21.0,0.263,0.729,0.5,0.113,0.584,0.619,104.7,109.73,91.44,124,0.589,104,71,17185,6106,240,6349,9077,6253,6339,1972,5220,7432,7798,6860,9670,6332,6567,7107,6336,161420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5
Lineups,-1629673-1630557-1641731-1642259-1642273-,J. Poole - C. Kispert - B. Coulibaly - A. Sarr - K. George,1610612764,WAS,16,4,12,0.25,53.0,114.0,115.1,110.8,105.0,3.2,10.1,0.627,1.45,18.8,0.245,0.656,0.473,0.175,0.612,0.652,109.4,111.7,93.08,126,0.555,104,634,17950,9960,251,6692,9275,6700,7850,4642,6884,8375,9981,9848,12477,5652,5609,6307,7042,158565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-202685-1630557-1641731-1642267-1642273-,J. Valančiūnas - C. Kispert - B. Coulibaly - C. Carrington - K. George,1610612764,WAS,19,3,16,0.158,53.0,114.9,109.7,136.7,128.6,-21.7,-18.8,0.659,1.32,19.0,0.256,0.617,0.444,0.195,0.607,0.647,96.4,101.76,84.8,113,0.427,73,994,17976,10274,248,7447,12316,11032,7624,4903,6845,7481,10383,10478,12948,5757,5687,11100,9825,159205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-201142-203078-203486-1626164-1628960-,K. Durant - B. Beal - M. Plumlee - D. Booker - G. Allen,1610612756,PHX,16,7,9,0.438,53.0,128.4,120.5,129.8,122.5,-1.5,-2.0,0.694,2.62,21.7,0.171,0.688,0.449,0.111,0.657,0.692,98.1,104.21,86.84,117,0.51,104,243,17894,9143,253,5832,11610,9513,6261,1978,4906,9452,8514,10445,9323,4731,4705,9723,7943,157535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-201142-203486-1626145-1626220-1628960-,K. Durant - M. Plumlee - T. Jones - R. O'Neale - G. Allen,1610612756,PHX,15,7,8,0.467,53.0,146.5,140.4,108.5,103.4,38.0,36.9,0.672,2.6,23.8,0.306,0.759,0.578,0.132,0.769,0.782,98.7,103.21,86.01,114,0.634,131,243,17859,9100,246,3495,9150,4316,6399,1982,3994,6772,6844,5159,10439,2811,3060,10278,5536,160450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-203114-1641731-1642259-1642267-1642273-,K. Middleton - B. Coulibaly - A. Sarr - B. Carrington - K. George,1610612764,WAS,3,2,1,0.667,53.0,116.1,113.7,112.3,109.5,3.8,4.2,0.745,2.33,21.3,0.218,0.745,0.472,0.128,0.555,0.601,102.3,104.75,87.29,117,0.523,2326,1668,5863,6411,247,6922,9752,7270,5777,2232,5100,8645,7683,9861,10356,7194,7049,9417,7696,160155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-201566-203932-203999-1631128-1631212-,R. Westbrook - A. Gordon - N. Jokić - C. Braun - P. Watson,1610612743,DEN,12,8,4,0.667,53.0,124.7,121.7,115.3,114.7,9.4,7.1,0.7,1.84,22.0,0.237,0.722,0.522,0.165,0.667,0.698,102.1,103.64,86.36,115,0.574,240,199,17185,6411,245,5729,10561,7043,6175,3815,4790,8419,7907,6639,11749,4201,4501,10056,6599,160485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-201939-1626172-1627741-1627780-1630228-,S. Curry - K. Looney - B. Hield - G. Payton II - J. Kuminga,1610612744,GSW,16,10,6,0.625,53.0,122.0,119.5,101.2,98.3,20.8,21.2,0.679,2.77,21.3,0.254,0.627,0.441,0.11,0.604,0.605,104.1,106.77,88.97,118,0.59,104,109,17719,6980,252,6126,6899,5651,6380,1899,5108,7486,10212,10723,9318,5814,6960,8431,6311,157800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-1628983-1629652-1630198-1631096-1631114-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,1610612760,OKC,8,6,2,0.75,53.0,118.0,120.5,122.0,115.8,-4.0,4.7,0.784,3.08,23.8,0.281,0.711,0.471,0.116,0.561,0.59,100.7,102.3,85.25,112,0.468,518,330,14449,6106,249,5831,10654,7237,5018,1177,3944,7238,8213,9871,9721,7044,7427,10820,9016,159055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-1626168-1627734-1628370-1628989-1631165-,T. Lyles - D. Sabonis - M. Monk - K. Huerter - K. Ellis,1610612758,SAC,13,9,4,0.692,53.0,117.5,116.4,125.4,123.5,-7.9,-7.1,0.826,2.71,22.6,0.333,0.702,0.495,0.127,0.528,0.562,100.8,102.05,85.04,110,0.453,187,148,17185,6394,250,6588,11663,9901,4579,1921,4380,5315,8290,9532,10341,7691,8390,10942,9310,158750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.41666666666667
Lineups,-1630166-1630703-1631101-1641739-1641871-,D. Avdija - S. Henderson - S. Sharpe - T. Camara - D. Reath,1610612757,POR,10,4,6,0.4,52.0,132.0,129.7,131.8,122.8,0.3,6.9,0.607,2.13,20.0,0.353,0.75,0.517,0.136,0.635,0.66,102.0,106.5,88.75,118,0.488,348,634,17719,9199,254,4686,11625,7057,8065,2412,5453,5243,6865,6715,10575,5095,5435,8606,8621,156850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.33333333333333
Lineups,-1627751-1630534-1630558-1630567-1641711-,J. Poeltl - O. Agbaji - D. Mitchell - S. Barnes - G. Dick,1610612761,TOR,7,2,5,0.286,52.0,105.2,105.7,112.9,109.0,-7.7,-3.3,0.619,1.24,17.2,0.352,0.696,0.527,0.198,0.521,0.552,98.1,99.62,83.01,106,0.46,632,1668,17546,9934,255,7883,9664,9613,7983,5017,7796,5255,8420,6524,12974,7798,8595,12249,9161,156840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.33333333333333
Lineups,-201142-203078-1626164-1626220-1630208-,K. Durant - B. Beal - D. Booker - R. O'Neale - N. Richards,1610612756,PHX,9,5,4,0.556,52.0,118.3,112.7,106.1,103.6,12.2,9.1,0.563,3.86,18.1,0.235,0.746,0.509,0.064,0.546,0.581,98.4,101.97,84.97,110,0.584,425,445,17185,7237,257,6998,9174,6828,8813,951,7454,8422,7681,6819,7748,7367,7732,10979,6408,156050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.33333333333333
Lineups,-1628374-1628381-1629012-1641718-1642271-,L. Markkanen - J. Collins - C. Sexton - K. George - K. Filipowski,1610612762,UTA,5,1,4,0.2,52.0,115.6,117.3,128.7,127.3,-13.1,-10.0,0.652,1.88,19.9,0.239,0.769,0.482,0.145,0.604,0.635,101.9,101.77,84.81,110,0.448,1130,3268,17185,10161,259,6327,12236,10162,7656,3788,6549,8404,6735,9680,11287,5805,6028,11095,9382,155650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.33333333333333
Lineups,-202696-1628366-1629632-1630245-1630581-,N. Vučević - L. Ball - C. White - A. Dosunmu - J. Giddey,1610612741,CHI,6,3,3,0.5,52.0,109.4,105.3,124.2,123.0,-14.8,-17.7,0.628,1.69,17.3,0.271,0.745,0.481,0.14,0.535,0.562,102.2,104.7,87.25,114,0.401,820,994,16438,7287,256,7913,11632,10952,7849,3981,7747,7377,7685,9688,10671,7595,8389,9474,10226,156100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.33333333333333
Lineups,-202699-203501-1627736-1631093-1631105-,T. Harris - T. Hardaway Jr. - M. Beasley - J. Ivey - J. Duren,1610612765,DET,7,2,5,0.286,52.0,102.4,103.8,123.2,124.5,-20.8,-20.7,0.641,1.25,17.1,0.3,0.627,0.465,0.189,0.517,0.559,97.2,96.06,80.05,106,0.438,632,1668,17546,9934,258,8023,11720,11259,7745,4932,7817,6798,10211,10025,12871,7853,8430,13822,9571,155905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.33333333333333
Lineups,-201143-1627759-1628369-1628401-1628436-,A. Horford - J. Brown - J. Tatum - D. White - L. Kornet,1610612738,BOS,8,6,2,0.75,51.0,123.6,123.8,101.5,101.9,22.1,21.8,0.542,1.73,18.2,0.34,0.815,0.594,0.149,0.618,0.63,96.9,96.61,80.51,101,0.584,518,330,14449,6106,260,5508,9086,5611,8974,3947,7137,5303,5960,4939,11343,5580,6140,13647,6411,152780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25
Lineups,-203924-1629028-1630703-1631101-1641739-,J. Grant - D. Ayton - S. Henderson - S. Sharpe - T. Camara,1610612757,POR,10,7,3,0.7,51.0,113.4,109.8,104.5,102.8,8.9,7.0,0.659,1.45,17.7,0.442,0.822,0.619,0.179,0.527,0.583,100.9,103.4,86.17,112,0.557,348,243,16438,6372,264,7441,9121,7049,7624,4646,7557,4129,5889,4161,12561,7716,7626,10193,6968,151800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25
Lineups,-201142-1626145-1626164-1626220-1630208-,K. Durant - T. Jones - D. Booker - R. O'Neale - N. Richards,1610612756,PHX,11,7,4,0.636,51.0,108.6,105.7,134.8,132.4,-26.2,-26.7,0.756,1.82,20.4,0.3,0.795,0.517,0.16,0.544,0.576,96.1,98.33,81.94,106,0.395,282,243,17185,6962,262,7883,12678,11811,5151,3841,5414,6798,6486,6725,11694,7420,7836,12876,10435,152305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25
Lineups,-1629022-1629656-1630215-1630542-1641737-,L. Walker IV - Q. Grimes - J. Butler - M. Bagley - A. Bona,1610612755,PHI,5,1,4,0.2,51.0,113.6,111.8,110.0,113.6,3.6,-1.8,0.543,1.47,16.9,0.271,0.61,0.458,0.155,0.582,0.607,105.1,104.21,86.84,110,0.505,1130,3268,17185,10161,263,7140,10332,9503,8972,4638,7871,7379,10444,10200,11572,6528,6895,9719,8024,152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25
Lineups,-202696-203897-1630172-1630245-1630581-,N. Vučević - Z. LaVine - P. Williams - A. Dosunmu - J. Giddey,1610612741,CHI,16,5,11,0.313,51.0,107.8,102.5,111.3,110.1,-3.5,-7.6,0.644,1.71,18.4,0.182,0.673,0.427,0.142,0.558,0.585,109.5,112.95,94.13,120,0.468,104,445,17941,9928,261,8084,9880,9943,7709,3973,7120,9350,8618,11225,10687,7082,7538,5882,9015,152350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.25
Lineups,-203468-1627749-1629627-1630530-1642274-,C. McCollum - D. Murray - Z. Williamson - T. Murphy III - Y. Missi,1610612740,NOP,4,1,3,0.25,50.0,134.9,129.4,116.3,113.6,18.6,15.7,0.667,3.56,20.9,0.261,0.614,0.456,0.083,0.598,0.662,102.7,106.14,88.45,109,0.585,1573,3268,16438,9960,269,4700,10332,6224,6406,1004,5239,7443,10422,10217,8226,6119,5413,8756,6392,148555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16666666666667
Lineups,-2544-1629060-1629637-1630559-1631108-,L. James - R. Hachimura - J. Hayes - A. Reaves - M. Christie,1610612747,LAL,5,4,1,0.8,50.0,131.2,133.3,121.6,123.1,9.6,10.3,0.714,3.18,23.8,0.295,0.706,0.516,0.111,0.634,0.663,99.1,97.73,81.44,99,0.529,1130,634,5863,5982,266,4009,11634,6688,5921,1154,3944,6930,8242,6745,9323,5103,5394,13151,7592,149550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16666666666667
Lineups,-1627783-1629614-1630167-1630169-1631097-,P. Siakam - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,1610612754,IND,11,7,4,0.636,50.0,121.5,123.6,103.3,101.8,18.2,21.8,0.714,4.38,22.4,0.268,0.688,0.462,0.075,0.559,0.591,103.7,103.59,86.32,106,0.59,282,243,17185,6962,267,5514,9082,5617,5921,559,4416,7398,8514,10059,8028,7063,7404,10091,6317,149440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16666666666667
Lineups,-1627783-1628418-1629614-1630169-1631097-,P. Siakam - T. Bryant - A. Nembhard - T. Haliburton - B. Mathurin,1610612754,IND,10,7,3,0.7,50.0,129.7,120.0,116.8,115.7,12.9,4.3,0.64,4.0,20.3,0.34,0.702,0.521,0.073,0.574,0.612,100.5,104.95,87.46,110,0.577,348,243,16438,6372,265,5842,10653,7267,7748,577,5438,5303,8290,6669,7998,6657,6778,9324,6552,149560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16666666666667
Lineups,-1626179-1628389-1629639-1631107-1631170-,T. Rozier - B. Adebayo - T. Herro - N. Jović - J. Jaquez Jr.,1610612748,MIA,15,7,8,0.467,50.0,117.6,108.6,108.9,107.5,8.7,1.0,0.674,2.42,19.1,0.353,0.694,0.54,0.114,0.549,0.57,97.7,102.24,85.2,105,0.524,131,243,17859,9100,268,7581,9515,7482,6396,2204,6752,5243,8435,6174,9683,7327,8042,10859,7690,148590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16666666666667
Lineups,-201143-1627759-1628369-1628401-1630573-,A. Horford - J. Brown - J. Tatum - D. White - S. Hauser,1610612738,BOS,4,2,2,0.5,49.0,136.5,138.0,109.4,108.1,27.1,29.9,0.553,4.33,18.8,0.24,0.673,0.467,0.06,0.598,0.644,97.5,97.48,81.24,100,0.583,1573,1668,14449,7287,274,3785,9582,4966,8915,560,6880,8399,8618,9957,7654,6118,5781,13260,6412,146980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08333333333333
Lineups,-1629640-1630170-1630577-1631110-1642264-,K. Johnson - D. Vassell - J. Champagnie - J. Sochan - S. Castle,1610612759,SAS,18,9,9,0.5,49.0,126.6,121.1,106.1,102.7,20.5,18.4,0.548,1.64,15.6,0.3,0.579,0.449,0.128,0.569,0.639,104.4,108.52,90.43,109,0.589,78,148,17894,7287,275,5785,9117,5922,8928,4135,9017,6798,10955,10448,10371,6834,5938,7634,6330,145965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08333333333333
